id;director_name;original_title;vote_average;genres;release_date;actor1_name;actor2_name;actor3_name;actor4_name;actor5_name
1669;John McTiernan;The Hunt for Red October;7.1;Action|Adventure|Thriller;2/03/1990;Alec Baldwin;Sean Connery;Scott Glenn;Sam Neill;James Earl Jones
1670;Alfred Vohrer;Edgar Wallace - Der Hund von Blackwood Castle;4.3;Crime;18/01/1968;Heinz Drache;Ilse Pagé;Mady Rahl;Otto Stern;Horst Tappert
1672;Georges Lautner;Le Professionnel;7.1;Action|Adventure|Thriller;21/10/1981;Jean-Paul Belmondo;Robert Hossein;Elisabeth Margoni;Jean-Louis Richard;Jean Desailly
1673;Budd Boetticher;Comanche Station;6.2;Action|Western;1/03/1960;Randolph Scott;Nancy Gates;Claude Akins;Skip Homeier;Richard Rust
1675;François Truffaut;La nuit américaine;8.0;Comedy|Drama;24/05/1973;Jacqueline Bisset;Jean-Pierre Léaud;Jean-Pierre Aumont;Valentina Cortese;Dani
1676;Tom Gries;Will Penny;6.1;Romance|Western;19/12/1967;Charlton Heston;Ben Johnson;Donald Pleasence;Joan Hackett;Lee Majors
1677;Taylor Hackford;Ray;7.2;Drama|Music;29/10/2004;Jamie Foxx;Kerry Washington;Regina King;Harry Lennix;Clifton Powell
1678;Ishirô Honda;ゴジラ;6.9;Thriller|Horror|Science Fiction;3/11/1954;Akira Takarada;Momoko Kôchi;Akihiko Hirata;Takashi Shimura;Fuyuki Murakami
1679;Motoyoshi Oda;Gojira no Gyakushū;5.8;Action|Science Fiction|Horror;24/04/1955;Hiroshi Koizumi;Setsuko Wakayama;Minoru Chiaki;Takashi Shimura;Masao Shimizu
1680;Ishirô Honda;Kingu Kongu tai Gojira;5.8;Action|Adventure|Science Fiction;11/08/1962;Tadao Takashima;Kenji Sahara;Yû Fujiki;Ichirô Arishima;Jun Tazaki
1682;Ishirô Honda;Mosura tai Gojira;6.4;Fantasy|Science Fiction|Action|Adventure;29/04/1964;Akira Takarada;Yuriko Hoshi;Hiroshi Koizumi;Yû Fujiki;Emi Ito
1683;Stephen Hopkins;The Reaping;5.5;Horror;5/04/2007;Hilary Swank;David Morrissey;Idris Elba;AnnaSophia Robb;Stephen Rea
1684;Bettina Blümner;Prinzessinnenbad;5.5;Documentary;11/02/2007;Klara Reinacher;Mina Bowling;Tanutscha Glowasz;George-Daniel Thelitz;none
1685;Ted Post;Beneath the Planet of the Apes;6.2;Adventure|Science Fiction|Mystery;1/05/1970;James Franciscus;Kim Hunter;Maurice Evans;Linda Harrison;Charlton Heston
1686;Andy Warhol;Chelsea Girls;6.7;;15/09/1966;none;Brigid Berlin;Mary Woronov;Edie Sedgwick;Ondine
1687;Don Taylor;Escape from the Planet of the Apes;6.3;Action|Science Fiction;20/05/1971;Roddy McDowall;Kim Hunter;Bradford Dillman;Natalie Trundy;Eric Braeden
1688;J. Lee Thompson;Conquest of the Planet of the Apes;6.1;Action|Science Fiction;29/06/1972;Roddy McDowall;Don Murray;Ricardo Montalban;Hari Rhodes;Severn Darden
1689;Bernardo Bertolucci;Little Buddha;5.9;Drama|History;1/12/1993;Keanu Reeves;Bridget Fonda;Chris Isaak;Ruocheng Ying;Alex Wiesendanger
1690;Eli Roth;Hostel;5.7;Horror;6/01/2005;Jay Hernandez;Derek Richardson;Eythor Gudjonsson;Barbara Nedeljakova;Jana Kaderabkova
1691;Eli Roth;Hostel: Part II;5.6;Horror;8/06/2007;Lauren German;Bijou Phillips;Heather Matarazzo;Richard Burgi;Roger Bart
1693;Michael Davis;Monster Man;5.5;Horror;24/04/2004;Eric Jungmann;Justin Urich;Aimee Brooks;Michael Bailey Smith;Joe Goodrich
1694;Stuart Gordon;Re-Animator;7.0;Science Fiction|Comedy|Horror;18/10/1985;Jeffrey Combs;Bruce Abbott;Barbara Crampton;David Gale;Robert Sampson
1696;Rob Zombie;The Devil's Rejects;6.6;Drama|Horror|Crime;22/07/2005;Sid Haig;Bill Moseley;Sheri Moon Zombie;William Forsythe;Ken Foree
1697;Marcus H. Rosenmüller;Wer früher stirbt ist länger tot;7.3;Drama|Comedy;17/08/2006;Markus Krojer;Fritz Karl;Jule Ronstedt;Jürgen Tonkel;Franz Xaver Brückner
1698;Stefan Ruzowitzky;Anatomie;6.3;Horror|Thriller;3/02/2000;Franka Potente;Benno Fürmann;Anna Loos;Oliver Wnuk;Sebastian Blomberg
1699;Stefan Ruzowitzky;Anatomie 2;5.6;Horror|Thriller;23/11/2003;Barnaby Metschurat;Herbert Knaup;Heike Makatsch;Roman Knizka;Wotan Wilke Möhring
1700;Rob Reiner;Misery;7.6;Drama|Thriller;28/11/1990;James Caan;Kathy Bates;Richard Farnsworth;Frances Sternhagen;Lauren Bacall
1701;Simon West;Con Air;6.6;Action|Thriller|Crime;1/06/1997;Nicolas Cage;John Cusack;John Malkovich;Ving Rhames;Nick Chinlund
1702;Stephen Norrington;Death Machine;5.6;Action|Horror|Science Fiction|Thriller;23/12/1994;Ely Pouget;Brad Dourif;William Hootkins;John Sharian;Martin McDougall
1705;J. Lee Thompson;Battle for the Planet of the Apes;5.5;Action|Science Fiction;15/06/1973;Roddy McDowall;Natalie Trundy;Austin Stoker;Severn Darden;Claude Akins
1710;Jon Amiel;Copycat;6.4;Drama|Thriller;27/10/1995;Sigourney Weaver;Holly Hunter;Will Patton;William McNamara;Harry Connick Jr.
1711;Bret Michaels;No Code of Conduct;5.0;Action|Drama|Thriller;19/03/1999;Charlie Sheen;Mark Dacascos;Martin Sheen;Joe Lando;Bruce Nelson
1712;George Stevens;Giant;7.4;Action|Drama|Western;10/10/1956;Elizabeth Taylor;Rock Hudson;James Dean;Carroll Baker;Jane Withers
1713;Spike Lee;Jungle Fever;6.0;Drama|Romance;7/06/1991;Spike Lee;Annabella Sciorra;Ruby Dee;none;John Turturro
1714;François Truffaut;Fahrenheit 451;7.0;Drama|Science Fiction;6/09/1966;Oskar Werner;Julie Christie;Cyril Cusack;Bee Duffell;none
1715;Lasse Hallström;The Cider House Rules;6.9;Drama;17/12/1999;Tobey Maguire;Charlize Theron;Delroy Lindo;Paul Rudd;Michael Caine
1716;François Truffaut;Le Dernier Métro;7.2;Drama|Romance|War;17/09/1980;Catherine Deneuve;Gérard Depardieu;Jean Poiret;Andréa Ferréol;Paulette Dubost
1717;Steven Zaillian;All the King's Men;5.7;Drama|Thriller;10/09/2006;Sean Penn;Jude Law;Kate Winslet;James Gandolfini;Patricia Clarkson
1718;Michael Curtiz;Santa Fe Trail;3.6;Action|Western;13/12/1940;Errol Flynn;Olivia de Havilland;Alan Hale;Ronald Reagan;John Litel
1719;François Truffaut;La Peau douce;7.0;Drama|Romance;5/05/1964;Françoise Dorléac;Jean Desailly;Nelly Benedetti;Daniel Ceccaldi;Laurence Badie
1720;Dagur Kári;Nói albínói;6.3;Drama;28/02/2003;Tómas Lemarquis;Þröstur Leó Gunnarsson;Elín Hansdóttir;Hjalti Rögnvaldsson;Pétur Einarsson
1721;Giuseppe Colizzi;...Più forte ragazzi!;6.3;Adventure|Action|Comedy;22/12/1972;Alexander Allerson;Bud Spencer;Terence Hill;Cyril Cusack;Reinhard Kolldehoff
1722;John Madden;Captain Corelli's Mandolin;5.5;Drama|History|Romance;17/08/2001;Nicolas Cage;Penélope Cruz;John Hurt;Christian Bale;Irene Papas
1723;Martin Ritt;The Front;6.2;Comedy|Drama;17/09/1976;Woody Allen;Michael Murphy;Herschel Bernardi;Andrea Marcovicci;Zero Mostel
1724;Louis Leterrier;The Incredible Hulk;6.1;Science Fiction|Action|Adventure;12/06/2008;Edward Norton;Liv Tyler;Tim Roth;William Hurt;Tim Blake Nelson
1725;Robert Wise;West Side Story;7.0;Crime|Drama|Music;18/10/1961;Natalie Wood;Richard Beymer;Russ Tamblyn;Rita Moreno;George Chakiris
1726;Jon Favreau;Iron Man;7.4;Action|Science Fiction|Adventure;30/04/2008;Robert Downey Jr.;Terrence Howard;Jeff Bridges;Shaun Toub;Gwyneth Paltrow
1727;John Badham;Bird on a Wire;5.8;Action|Adventure|Comedy|Romance;18/05/1990;Mel Gibson;Goldie Hawn;Joan Severance;David Carradine;Stephen Tobolowsky
1729;Rob Minkoff;The Forbidden Kingdom;6.3;Action|Adventure|Fantasy;18/04/2008;Jackie Chan;Jet Li;Michael Angarano;Liu Yifei;Li Bingbing
1730;David Lynch;Inland Empire;7.1;Horror|Drama|Mystery|Thriller;6/09/2006;Laura Dern;Jeremy Irons;Justin Theroux;Karolina Gruszka;Krzysztof Majchrzak
1731;Sandra Nettelbeck;Helen;6.3;Drama;6/01/2009;Ashley Judd;Goran Visnjic;Alexia Fast;Lauren Lee Smith;David Nykl
1732;Richard Quine;The Prisoner of Zenda;5.7;Action|Adventure|Comedy;17/08/1979;Peter Sellers;none;Stuart Wilson;Lynne Frederick;Elke Sommer
1734;Stephen Sommers;The Mummy Returns;6.0;Adventure|Action|Fantasy;28/04/2001;Brendan Fraser;Rachel Weisz;John Hannah;Arnold Vosloo;Oded Fehr
1735;Rob Cohen;The Mummy: Tomb of the Dragon Emperor;5.2;Adventure|Action|Fantasy;1/07/2008;Brendan Fraser;Jet Li;John Hannah;Maria Bello;Luke Ford
1736;Ralf Westhoff;Shoppen;5.9;Comedy|Drama;2/05/2007;Katja Brenner;Patricia Aulitzky;David Baalcke;Matthias Bundschuh;Martin Butzke
1738;Lee Tamahori;Next;5.9;Action|Science Fiction|Thriller;24/04/2007;Nicolas Cage;Julianne Moore;Jessica Biel;none;Thomas Kretschmann
1739;Paul May;Weißer Holunder;4.0;Romance|Comedy|Music;29/08/1957;Germaine Damar;Carla Hagen;Carl Möhner;Michl Lang;none
1740;Doris Dörrie;Nackt;5.3;Comedy|Drama;2/09/2002;Heike Makatsch;Benno Fürmann;Alexandra Maria Lara;Jürgen Vogel;Nina Hoss
1770;Neil Jordan;Michael Collins;6.7;Drama|Thriller;25/10/1996;Liam Neeson;Aidan Quinn;Stephen Rea;Alan Rickman;Julia Roberts
1771;Joe Johnston;Captain America: The First Avenger;6.6;Action|Adventure|Science Fiction;22/07/2011;Chris Evans;Hugo Weaving;Tommy Lee Jones;Hayley Atwell;Sebastian Stan
1772;John Sayles;City of Hope;5.3;Drama;11/10/1991;Vincent Spano;Stephen Mendillo;Tony Lo Bianco;Chris Cooper;Jace Alexander
1773;Frank Capra;American Madness;5.4;Crime|Drama;4/08/1932;Walter Huston;Pat O’Brien;Kay Johnson;Constance Cummings;Gavin Gordon
1774;Michael Moore;The Big One;6.3;Documentary;6/09/1997;Michael Moore;Elaine Bly;Jim Czarnecki;Brian Danitz;none
1775;Michael Moore;Canadian Bacon;6.0;Action|Comedy;8/06/1995;John Candy;Alan Alda;Rhea Perlman;Kevin Pollak;Rip Torn
1776;Heidi Ewing;Jesus Camp;6.6;Documentary;15/09/2006;Becky Fischer;Mike Papantonio;Ted Haggard;Lou Engle;none
1777;Michael Moore;Fahrenheit 9/11;6.8;Documentary;25/06/2004;Robert De Niro;Michael Moore;George W. Bush;Ben Affleck;Stevie Wonder
1778;Paul Hough;The Backyard;9.0;Documentary;8/03/2002;Paul Hough;The Lizard;Scar;Chaos;Heartless
1779;Michael Moore;Roger & Me;7.4;Documentary|History;1/09/1989;Michael Moore;Roger B. Smith;Rhonda Britton;Fred Ross;none
1781;Davis Guggenheim;An Inconvenient Truth;6.7;Documentary;24/01/2006;Al Gore;Billy West;Ronald Reagan;none;George W. Bush
1782;Gilles Bourdos;Afterwards;5.7;Drama|Thriller|Mystery;1/10/2008;John Malkovich;Romain Duris;Evangeline Lilly;Reece Thompson;Pascale Bussières
1783;David L. Cunningham;To End All Wars;6.7;Action|Comedy|Drama|History;2/09/2001;Ciarán McMenamin;Robert Carlyle;Kiefer Sutherland;Sakae Kimura;Mark Strong
1785;Louis Malle;Milou en Mai;6.2;Comedy|Romance;24/01/1990;Michel Piccoli;Miou-Miou;Michel Duchaussoy;Paulette Dubost;Harriet Walter
1786;Louis Malle;Au Revoir les Enfants;7.5;Drama|War;6/10/1987;Gaspard Manesse;Raphael Fejtö;Francine Racette;Philippe Morier-Genoud;Stanislas Carré de Malberg
1787;Claude Chabrol;Les Biches;5.4;Drama|Romance|Foreign;22/03/1968;Jean-Louis Trintignant;Jacqueline Sassard;Stéphane Audran;Nane Germon;Serge Bento
1788;Herbert Ross;Footloose;6.3;Drama|Family|Music|Romance;17/02/1984;Kevin Bacon;John Lithgow;Dianne Wiest;Chris Penn;Lori Singer
1789;George Marshall;The Gazebo;8.7;Comedy|Crime;16/12/1959;Glenn Ford;Debbie Reynolds;John McGiver;Doro Merande;Mabel Albertson
1790;Lee H. Katzin;Heaven with a Gun;4.3;Western;20/05/1969;Glenn Ford;Carolyn Jones;Barbara Hershey;John Anderson;David Carradine
1791;Michael Haneke;La Pianiste;7.2;Drama|Romance;14/05/2001;Isabelle Huppert;Annie Girardot;Benoît Magimel;Susanne Lothar;Udo Samel
1792;Bobby Farrelly;Stuck on You;5.1;Comedy;10/12/2003;Matt Damon;Greg Kinnear;Eva Mendes;Wen Yann Shih;Seymour Cassel
1793;Herbert Ross;Max Dugan Returns;6.2;Comedy|Drama|Family;25/03/1983;Marsha Mason;Jason Robards;Charley Lau;Matthew Broderick;Mari Gorman
1802;Claude Chabrol;La Cérémonie;7.1;Drama|Thriller;30/08/1995;Sandrine Bonnaire;Isabelle Huppert;Jean-Pierre Cassel;Jacqueline Bisset;Virginie Ledoyen
1803;Robert Vincent O'Neill;Angel;5.9;Action|Thriller|Crime;19/04/1984;Donna Wilkes;Cliff Gorman;Susan Tyrrell;Dick Shawn;Rory Calhoun
1807;Gus Van Sant;Elephant;7.0;Drama|Crime;18/05/2003;Alex Frost;Eric Deulen;John Robinson;Elias McConnell;Jordan Taylor
1808;Todd Haynes;Velvet Goldmine;6.9;Drama|Music;26/10/1998;Ewan McGregor;Christian Bale;Jonathan Rhys Meyers;Janet McTeer;Toni Collette
1809;Roger Avary;The Rules of Attraction;6.3;Comedy|Drama|Romance;11/10/2002;James Van Der Beek;Shannyn Sossamon;Ian Somerhalder;Jessica Biel;Kate Bosworth
1810;Elia Kazan;Viva Zapata!;6.7;History|Drama|Western;7/02/1952;Marlon Brando;Jean Peters;Anthony Quinn;Joseph Wiseman;Arnold Moss
1811;Gregg Araki;Nowhere;6.3;Science Fiction|Drama|Comedy;9/05/1997;James Duval;Rachel True;Nathan Bexton;Chiara Mastroianni;Debi Mazar
1812;Jim Fall;Trick;6.6;Comedy|Romance;23/07/1999;Tori Spelling;Christian Campbell;John Paul Pitoc;Brad Beyer;none
1813;Taylor Hackford;The Devil's Advocate;7.1;Drama|Horror|Mystery|Thriller;17/10/1997;Keanu Reeves;Al Pacino;Charlize Theron;Jeffrey Jones;Judith Ivey
1814;Michael Schorr;Schröders wunderbare Welt;0.0;Comedy;17/11/2006;Peter Schneider;Karl-Fred Müller;Gitta Schweighöfer;Eva-Maria Hagen;Clemens Deindl
1815;Michael Winner;The Big Sleep;6.0;Drama|Action|Thriller|Crime|Mystery;13/03/1978;Robert Mitchum;Sarah Miles;Candy Clark;Richard Boone;Joan Collins
1816;Richard Attenborough;A Chorus Line;6.2;Drama|Music;10/12/1985;Michael Douglas;Alyson Reed;Audrey Landers;Janet Jones;Terrence Mann
1817;Joel Schumacher;Phone Booth;6.7;Thriller|Drama;9/09/2002;Colin Farrell;Kiefer Sutherland;Forest Whitaker;Radha Mitchell;Katie Holmes
1818;François Truffaut;Tirez sur le pianiste;7.1;Drama|Thriller|Crime;21/10/1960;Charles Aznavour;Marie Dubois;Nicole Berger;Michèle Mercier;Serge Davri
1819;Anthony Russo;You, Me and Dupree;5.4;Comedy|Romance;14/07/2006;Kate Hudson;Owen Wilson;Matt Dillon;Michael Douglas;Seth Rogen
1824;Peter Segal;50 First Dates;6.6;Comedy|Romance;13/02/2004;Adam Sandler;Drew Barrymore;Rob Schneider;Sean Astin;Lusia Strus
1825;Menahem Golan;Over the Top;5.7;Action|Drama;13/02/1987;Sylvester Stallone;Robert Loggia;Rick Zumwalt;David Mendenhall;Bruce Way
1826;Cédric Klapisch;Les Poupées Russes;6.7;Comedy|Drama|Romance;15/06/2005;Romain Duris;Kelly Reilly;Audrey Tautou;Cécile de France;Kevin Bishop
1829;François Truffaut;L'Histoire d'Adèle H.;6.8;Drama|History|Romance;8/10/1975;Isabelle Adjani;Bruce Robinson;Sylvia Marriott;Joseph Blatchley;Ruben Dorey
1830;Andrew Niccol;Lord of War;7.0;Crime|Drama|Thriller;16/09/2005;Nicolas Cage;Bridget Moynahan;Jared Leto;Ethan Hawke;Eamonn Walker
1831;John Schlesinger;The Next Best Thing;4.0;Comedy|Drama;3/03/2000;Madonna;Rupert Everett;Benjamin Bratt;Malcolm Stumpf;Josef Sommer
1832;Kevin Smith;Dogma;6.8;Fantasy|Comedy|Adventure;12/11/1999;Ben Affleck;Matt Damon;Linda Fiorentino;Jason Mewes;Chris Rock
1833;Chris Columbus;Rent;6.6;Drama|Romance;23/11/2005;Anthony Rapp;Adam Pascal;Rosario Dawson;Jesse L. Martin;Wilson Jermaine Heredia
1834;Edward Dmytryk;Murder, My Sweet;7.1;Crime|Drama|Mystery|Thriller;9/12/1944;Dick Powell;Claire Trevor;Anne Shirley;Mike Mazurki;Miles Mander
1835;Dick Richards;Farewell, My Lovely;6.7;Crime|Mystery|Thriller;8/08/1975;Robert Mitchum;Charlotte Rampling;Sylvia Miles;John Ireland;Anthony Zerbe
1836;Marina de Van;Dans ma peau;6.3;Drama|Horror;4/12/2002;Marina de Van;Laurent Lucas;Léa Drucker;Thibault de Montalembert;Marc Rioufol
1837;Virginie Wagon;Le Secret;4.0;Romance|Drama;21/06/2000;Anne Coesens;Michel Bompoil;Tony Todd;Quentin Rossi;Jacqueline Jehanneuf
1838;Niels Arden Oplev;Drømmen;6.8;Drama;24/03/2006;Bent Mejding;Anders W. Berthelsen;Jens Jørn Spottag;Anne-Grethe Bjarup Riis;Sarah Juel Werner
1839;Marina de Van;Alias;0.0;Drama;1/01/1999;Caroline Brunner;Anne Le Ny;Gérard Chaillou;Danielle Durou;Charlotte Clamens
1840;John Brahm;The Brasher Doubloon;4.7;Crime;6/02/1947;George Montgomery;Nancy Guild;Florence Bates;Roy Roberts;Fritz Kortner
1841;Robert Montgomery;Lady in the Lake;5.4;Mystery|Thriller|Crime;23/01/1947;Robert Montgomery;Audrey Totter;Lloyd Nolan;Tom Tully;Leon Ames
1842;Charles B. Pierce;The Legend of Boggy Creek;5.6;Mystery|Horror|Drama;1/08/1972;Vern Stierman;Chuck Pierce Jr.;William Stumpp;Willie E. Smith;Lloyd Bowen
1843;Ondi Timoner;Dig!;7.2;Documentary|Music;14/05/2004;Anton Newcombe;Courtney Taylor-Taylor;Joel Gion;Matt Hollywood;Peter Holmström
1844;Jon Amiel;Entrapment;6.0;Romance|Drama|Mystery;29/04/1999;Sean Connery;Catherine Zeta-Jones;Will Patton;Maury Chaykin;Ving Rhames
1845;Julie Delpy;2 Days in Paris;6.3;Comedy|Romance;9/02/2007;Julie Delpy;Adam Goldberg;Daniel Brühl;Adan Jodorowsky;Alexandre Nahon
1846;Paul Bogart;Marlowe;6.1;Crime|Mystery|Drama;19/09/1969;James Garner;Gayle Hunnicutt;Carroll O'Connor;Rita Moreno;Sharon Farrell
1847;Robert Altman;The Long Goodbye;7.3;Thriller|Crime|Drama|Mystery;7/03/1973;Elliott Gould;Nina van Pallandt;Sterling Hayden;Mark Rydell;none
1848;Bob Rafelson;Poodle Springs;6.4;Mystery|Crime;25/07/1998;James Caan;Dina Meyer;David Keith;Tom Bower;Brian Cox
1849;Mark Robson;Nine Hours to Rama;0.0;History|Drama;30/04/1963;Horst Buchholz;José Ferrer;Valerie Gearon;Don Borisenko;Robert Morley
1850;Miloš Forman;Man on the Moon;6.9;Comedy|Drama|Romance;22/12/1999;Jim Carrey;Courtney Love;Bob Zmuda;Danny DeVito;Gerry Becker
1851;Alex March;The Amazing Captain Nemo;4.0;Fantasy|Science Fiction|Adventure|TV Movie;8/03/1978;José Ferrer;Burgess Meredith;Mel Ferrer;Horst Buchholz;Tom Hallick
1852;Oliver Stone;World Trade Center;5.9;Drama|History|Thriller;9/08/2006;Nicolas Cage;Maria Bello;Maggie Gyllenhaal;Michael Peña;Jay Hernandez
1853;Jessica Yu;In the Realms of the Unreal;7.5;Documentary;1/01/2004;Henry Darger;Larry Pine;Dakota Fanning;Frier McCollister;Wally Wingert
1854;Herbert Reinecker;...aber Jonny!;0.0;Comedy;1/05/1973;Herbert Fleischmann;Horst Buchholz;Judy Winter;Inken Sommer;Hannelore Elsner
1855;Vincent Sherman;Cervantes;6.0;Adventure;2/11/1967;Horst Buchholz;Gina Lollobrigida;José Ferrer;Louis Jourdan;Francisco Rabal
1857;Nelson Shin;The Transformers: The Movie;7.1;Animation;8/08/1986;Judd Nelson;Peter Cullen;Frank Welker;Leonard Nimoy;Orson Welles
1858;Michael Bay;Transformers;6.6;Adventure|Science Fiction|Action;27/06/2007;Shia LaBeouf;Josh Duhamel;Megan Fox;Rachael Taylor;Tyrese Gibson
1859;Ernst Lubitsch;Ninotchka;7.3;Comedy|Romance;6/10/1939;Greta Garbo;Melvyn Douglas;Ina Claire;Bela Lugosi;Sig Ruman
1860;Alexander Ramati;I skrzypce przestaly grac;6.0;Drama;1/01/1988;Horst Buchholz;Didi Ramati;Piotr Polk;Maya Ramati;Kasia Siwak
1861;Sergio M. Castilla;Take The Bridge;0.0;Drama;1/01/2007;Adrián Castilla;Sergio M. Castilla;none;none;none
1862;Richard Michaels;Berlin Tunnel 21;0.0;Action|Comedy|Documentary|Drama|Romance|Thriller;1/01/1981;Robert Freitag;Horst Buchholz;Jacques Breuer;Richard Thomas;José Ferrer
1863;Vittorio De Sica;I girasoli;7.4;Drama|War;14/03/1970;Sophia Loren;Marcello Mastroianni;Lyudmila Saveleva;Galina Andreyeva;Anna Carena
1864;Jean Negulesco;Hello-Goodbye;0.0;Comedy;16/10/1970;Curd Jürgens;Michael Crawford;Peter Myers;Ira von Fürstenberg;Mike Marshall
1865;Rob Marshall;Pirates of the Caribbean: On Stranger Tides;6.4;Adventure|Action|Fantasy;14/05/2011;Johnny Depp;Penélope Cruz;Ian McShane;Kevin McNally;Geoffrey Rush
1868;Guy Casaril;L'Astragale;0.0;Crime;1/01/1968;Horst Buchholz;none;none;Georges Géret;Claude Génia
1870;André Hunebelle;Fantômas se déchaîne;6.7;Comedy|Crime|Adventure|Fantasy;7/12/1965;Jean Marais;Louis de Funès;Mylène Demongeot;Christian Toma;Jacques Dynam
1871;André Hunebelle;Fantômas;6.7;Comedy|Crime|Adventure|Fantasy;4/11/1964;Jean Marais;Louis de Funès;Mylène Demongeot;Christian Toma;Jacques Dynam
1872;Sebastian Gutierrez;Rise: Blood Hunter;4.7;Action|Adventure|Horror|Thriller;28/04/2007;Lucy Liu;Michael Chiklis;Carla Gugino;James D'Arcy;Marilyn Manson
1873;John Boorman;Beyond Rangoon;6.1;Drama|Thriller;24/05/1995;Patricia Arquette;Frances McDormand;U Aung Ko;Spalding Gray;Tiara Jacquelina
1874;Bille August;Goodbye Bafana;7.0;History|Drama;11/02/2007;Joseph Fiennes;Dennis Haysbert;Diane Kruger;Shiloh Henderson;Patrick Lyster
1875;André Hunebelle;Fantômas contre Scotland Yard;6.9;Comedy|Crime|Adventure|Fantasy;16/03/1967;Jean Marais;Louis de Funès;Mylène Demongeot;Françoise Christophe;Henri Serre
1876;Chris Cook;The Penalty King;6.0;Drama|Horror|Comedy;7/11/2006;Nick Bartlett;Patrick Micallef;Jane Peachey;Frank Jarvis;Tara Keatley
1877;Albert Band;Doctor Mordrid;6.1;Fantasy|Action|Thriller|Science Fiction;2/11/1992;Jeffrey Combs;Brian Thompson;Keith Coulouris;Jay Acovone;Ritch Brinkley
1878;Terry Gilliam;Fear and Loathing in Las Vegas;7.1;Adventure|Drama|Comedy;22/05/1998;Johnny Depp;Benicio del Toro;Tobey Maguire;Christina Ricci;Ellen Barkin
1879;Stanley Kramer;Guess Who's Coming to Dinner;7.7;Comedy|Drama|Romance;11/12/1967;Spencer Tracy;Sidney Poitier;Katharine Hepburn;Katharine Houghton;Isabel Sanford
1880;John Milius;Red Dawn;6.4;Action|Thriller;10/08/1984;Patrick Swayze;C. Thomas Howell;Lea Thompson;Darren Dalton;Charlie Sheen
1881;Stéphane Meunier;Les yeux dans les bleus;5.3;Documentary|Drama|Romance;1/01/1998;Zinedine Zidane;Didier Deschamps;David Trézéguet;Lilian Thuram;Aimé Jacquet
1882;Fred Zinnemann;The Men;6.6;Drama;20/07/1950;Marlon Brando;Teresa Wright;Everett Sloane;Jack Webb;Richard Erdman
1883;Spike Lee;Malcolm X;7.2;Drama|History;18/11/1992;Denzel Washington;Angela Bassett;Albert Hall;Al Freeman, Jr.;Delroy Lindo
1884;John Korty;The Ewok Adventure;6.0;Adventure|Family|Fantasy|Science Fiction|TV Movie;13/02/1985;Aubree Miller;Fionnula Flanagan;Warwick Davis;Tony Cox;Debbie Lee Carrington
1885;John G. Avildsen;The Karate Kid;6.9;Drama;22/06/1984;Ralph Macchio;Pat Morita;William Zabka;Martin Kove;Chad McQueen
1887;Sofia Coppola;Marie Antoinette;6.5;Drama|History;24/05/2006;Kirsten Dunst;Jason Schwartzman;Judy Davis;Rip Torn;Rose Byrne
1888;Billy Wilder;The Fortune Cookie;7.0;Romance|Comedy;19/10/1966;Jack Lemmon;Walter Matthau;Ron Rich;Judi West;Cliff Osmond
1889;Marcel Ophüls;Faites vos jeux, mesdames;0.0;Comedy;21/05/1965;Eddie Constantine;Nelly Benedetti;Daniel Ceccaldi;Laura Valenzuela;Luis Dávila
1890;Randa Haines;Children of a Lesser God;6.9;Drama|Romance;13/09/1986;Marlee Matlin;William Hurt;Philip Bosco;John Limnidis;Piper Laurie
1891;Irvin Kershner;The Empire Strikes Back;8.2;Adventure|Action|Science Fiction;17/05/1980;Mark Hamill;Harrison Ford;Carrie Fisher;Billy Dee Williams;Anthony Daniels
1892;Richard Marquand;Return of the Jedi;7.9;Adventure|Action|Science Fiction;23/05/1983;Mark Hamill;Harrison Ford;Carrie Fisher;Billy Dee Williams;Anthony Daniels
